rate_date,currency,rate_to_base
2026-05-15,UAH,1.0
2026-05-16,USD,45.0
2026-05-16,EUR,49.8576
2026-05-16,UAH,1.0
2026-05-17,USD,44.9962
2026-05-17,EUR,49.918
2026-05-17,UAH,1.0
2026-05-18,USD,44.9936
2026-05-18,EUR,49.8968
2026-05-18,UAH,1.0
2026-05-19,USD,44.9931
2026-05-19,EUR,49.9873
2026-05-19,UAH,1.0
2026-05-20,USD,44.9972
2026-05-20,EUR,50.0
2026-05-20,UAH,1.0
2026-05-21,USD,44.947
2026-05-21,EUR,50.0
2026-05-21,UAH,1.0
2026-05-22,USD,44.9326
2026-05-22,EUR,49.9488
2026-05-22,UAH,1.0
2026-05-23,USD,44.991
2026-05-23,EUR,49.9003
2026-05-23,UAH,1.0
2026-05-24,USD,44.9842
2026-05-24,EUR,49.8391
2026-05-24,UAH,1.0
2026-05-25,USD,45.0
2026-05-25,EUR,49.8915
2026-05-25,UAH,1.0
2026-05-26,USD,44.9631
2026-05-26,EUR,49.9736
2026-05-26,UAH,1.0
2026-05-27,USD,44.9331
2026-05-27,EUR,49.9521
2026-05-27,UAH,1.0
2026-05-28,USD,44.9494
2026-05-28,EUR,49.9451
2026-05-28,UAH,1.0
2026-05-29,USD,44.9591
2026-05-29,EUR,49.9441
2026-05-29,UAH,1.0
2026-05-30,USD,44.9092
2026-05-30,EUR,49.9969
2026-05-30,UAH,1.0
2026-05-31,USD,44.9202
2026-05-31,EUR,49.9684
2026-05-31,UAH,1.0
2026-06-01,USD,44.9549
2026-06-01,EUR,50.0
2026-06-01,UAH,1.0
2026-06-02,USD,44.9562
2026-06-02,EUR,50.0
2026-06-02,UAH,1.0
2026-06-03,USD,44.9855
2026-06-03,EUR,49.9764
2026-06-03,UAH,1.0
2026-06-04,USD,44.9927
2026-06-04,EUR,49.9395
2026-06-04,UAH,1.0
2026-06-05,USD,45.0
2026-06-05,EUR,49.9065
2026-06-05,UAH,1.0
2026-06-06,USD,45.0
2026-06-06,EUR,49.8401
2026-06-06,UAH,1.0
2026-06-07,USD,45.0
2026-06-07,EUR,49.7936
2026-06-07,UAH,1.0
2026-06-08,USD,45.0
2026-06-08,EUR,49.8617
2026-06-08,UAH,1.0
2026-06-09,USD,45.0
2026-06-09,EUR,49.9566
2026-06-09,UAH,1.0
2026-06-10,USD,45.0
2026-06-10,EUR,50.0
2026-06-10,UAH,1.0
2026-06-11,USD,45.0
2026-06-11,EUR,50.0
2026-06-11,UAH,1.0
2026-06-12,USD,45.0
2026-06-12,EUR,49.9925
2026-06-12,UAH,1.0
2026-06-13,USD,45.0
2026-06-13,EUR,49.9603
2026-06-13,UAH,1.0
2026-06-14,USD,44.9435
2026-06-14,EUR,49.9703
2026-06-14,UAH,1.0
2026-06-15,USD,44.991
2026-06-15,EUR,49.9552
2026-06-15,UAH,1.0
2026-06-16,USD,45.0
2026-06-16,EUR,49.9008
2026-06-16,UAH,1.0
2026-06-17,USD,45.0
2026-06-17,EUR,49.9374
2026-06-17,UAH,1.0
2026-06-18,USD,45.0
2026-06-18,EUR,50.0
2026-06-18,UAH,1.0
2026-06-19,USD,44.9599
2026-06-19,EUR,50.0
2026-06-19,UAH,1.0
2026-06-20,USD,45.0
2026-06-20,EUR,49.9336
2026-06-20,UAH,1.0
2026-06-21,USD,44.9434
2026-06-21,EUR,49.9334
2026-06-21,UAH,1.0
2026-06-22,USD,44.9442
2026-06-22,EUR,49.9613
2026-06-22,UAH,1.0
2026-06-23,USD,44.9433
2026-06-23,EUR,49.9942
2026-06-23,UAH,1.0
2026-06-24,USD,44.966
2026-06-24,EUR,49.9581
2026-06-24,UAH,1.0
2026-06-25,USD,44.9158
2026-06-25,EUR,49.8972
2026-06-25,UAH,1.0
2026-06-26,USD,44.9713
2026-06-26,EUR,49.896
2026-06-26,UAH,1.0
2026-06-27,USD,44.973
2026-06-27,EUR,49.884
2026-06-27,UAH,1.0
2026-06-28,USD,45.0
2026-06-28,EUR,49.9633
2026-06-28,UAH,1.0
2026-06-29,USD,44.9617
2026-06-29,EUR,49.9136
2026-06-29,UAH,1.0
2026-06-30,USD,44.9661
2026-06-30,EUR,50.0
2026-06-30,UAH,1.0
2026-07-01,USD,44.931
2026-07-01,EUR,50.0
2026-07-01,UAH,1.0
2026-07-02,USD,44.9386
2026-07-02,EUR,49.9659
2026-07-02,UAH,1.0
2026-07-03,USD,45.0
2026-07-03,EUR,50.0
2026-07-03,UAH,1.0
2026-07-04,USD,44.9928
2026-07-04,EUR,50.0
2026-07-04,UAH,1.0
2026-07-05,USD,45.0
2026-07-05,EUR,49.9944
2026-07-05,UAH,1.0
2026-07-06,USD,45.0
2026-07-06,EUR,50.0
2026-07-06,UAH,1.0
2026-07-07,USD,44.9473
2026-07-07,EUR,50.0
2026-07-07,UAH,1.0
2026-07-08,USD,44.9029
2026-07-08,EUR,50.0
2026-07-08,UAH,1.0
2026-07-09,USD,44.9478
2026-07-09,EUR,50.0
2026-07-09,UAH,1.0
2026-07-10,USD,45.0
2026-07-10,EUR,50.0
2026-07-10,UAH,1.0
2026-07-11,USD,45.0
2026-07-11,EUR,49.943
2026-07-11,UAH,1.0
2026-07-12,USD,45.0
2026-07-12,EUR,50.0
2026-07-12,UAH,1.0
2026-07-13,USD,45.0
2026-07-13,EUR,50.0
2026-07-13,UAH,1.0
2026-07-14,USD,44.9834
2026-07-14,EUR,50.0
2026-07-14,UAH,1.0
2026-07-15,USD,45.0
2026-07-15,EUR,50.0
2026-07-15,UAH,1.0
2026-07-16,USD,45.0
2026-07-16,EUR,50.0
2026-07-16,UAH,1.0
2026-07-17,USD,45.0
2026-07-17,EUR,50.0
2026-07-17,UAH,1.0
2026-07-18,USD,44.999
2026-07-18,EUR,49.9748
2026-07-18,UAH,1.0
2026-07-19,USD,44.9974
2026-07-19,EUR,50.0
2026-07-19,UAH,1.0
2026-07-20,USD,44.981
2026-07-20,EUR,50.0
2026-07-20,UAH,1.0
2026-07-21,USD,45.0
2026-07-21,EUR,49.9803
2026-07-21,UAH,1.0
2026-07-22,USD,44.9453
2026-07-22,EUR,50.0
2026-07-22,UAH,1.0
2026-07-23,USD,44.9798
2026-07-23,EUR,50.0
2026-07-23,UAH,1.0
2026-07-24,USD,45.0
2026-07-24,EUR,50.0
2026-07-24,UAH,1.0
2026-07-25,USD,44.9407
2026-07-25,EUR,49.9871
2026-07-25,UAH,1.0
2026-07-26,USD,44.9822
2026-07-26,EUR,49.9371
2026-07-26,UAH,1.0
2026-07-27,USD,45.0
2026-07-27,EUR,49.9752
2026-07-27,UAH,1.0
2026-07-28,USD,45.0
2026-07-28,EUR,49.9125
2026-07-28,UAH,1.0
2026-07-29,USD,45.0
2026-07-29,EUR,49.843
2026-07-29,UAH,1.0
2026-07-30,USD,45.0
2026-07-30,EUR,49.905
2026-07-30,UAH,1.0
2026-07-31,USD,44.9972
2026-07-31,EUR,49.964
2026-07-31,UAH,1.0
2026-08-01,USD,44.9885
2026-08-01,EUR,50.0
2026-08-01,UAH,1.0
2026-08-02,USD,44.9893
2026-08-02,EUR,49.9566
2026-08-02,UAH,1.0
2026-08-03,USD,45.0
2026-08-03,EUR,50.0
2026-08-03,UAH,1.0
2026-08-04,USD,45.0
2026-08-04,EUR,50.0
2026-08-04,UAH,1.0
2026-08-05,USD,45.0
2026-08-05,EUR,50.0
2026-08-05,UAH,1.0
2026-08-06,USD,44.9551
2026-08-06,EUR,50.0
2026-08-06,UAH,1.0
2026-08-07,USD,45.0
2026-08-07,EUR,49.9854
2026-08-07,UAH,1.0
2026-08-08,USD,45.0
2026-08-08,EUR,49.9432
2026-08-08,UAH,1.0
2026-08-09,USD,45.0
2026-08-09,EUR,49.9207
2026-08-09,UAH,1.0
2026-08-10,USD,44.958
2026-08-10,EUR,49.9301
2026-08-10,UAH,1.0
2026-08-11,USD,45.0
2026-08-11,EUR,49.8863
2026-08-11,UAH,1.0
2026-08-12,USD,45.0
2026-08-12,EUR,49.9785
2026-08-12,UAH,1.0
2026-08-13,USD,45.0
2026-08-13,EUR,50.0
2026-08-13,UAH,1.0
2026-08-14,USD,44.9955
2026-08-14,EUR,49.9796
2026-08-14,UAH,1.0
2026-08-15,USD,44.9465
2026-08-15,EUR,49.9895
2026-08-15,UAH,1.0
2026-08-16,USD,44.9322
2026-08-16,EUR,49.9332
2026-08-16,UAH,1.0
2026-08-17,USD,44.8946
2026-08-17,EUR,49.998
2026-08-17,UAH,1.0
2026-08-18,USD,44.9075
2026-08-18,EUR,49.939
2026-08-18,UAH,1.0
2026-08-19,USD,44.8718
2026-08-19,EUR,50.0
2026-08-19,UAH,1.0
2026-08-20,USD,44.9278
2026-08-20,EUR,49.9906
2026-08-20,UAH,1.0
2026-08-21,USD,44.9706
2026-08-21,EUR,49.9889
2026-08-21,UAH,1.0
2026-08-22,USD,44.9679
2026-08-22,EUR,50.0
2026-08-22,UAH,1.0
2026-08-23,USD,44.9505
2026-08-23,EUR,50.0
2026-08-23,UAH,1.0
2026-08-24,USD,45.0
2026-08-24,EUR,49.9875
2026-08-24,UAH,1.0
2026-08-25,USD,45.0
2026-08-25,EUR,50.0
2026-08-25,UAH,1.0
2026-08-26,USD,45.0
2026-08-26,EUR,50.0
2026-08-26,UAH,1.0
2026-08-27,USD,45.0
2026-08-27,EUR,50.0
2026-08-27,UAH,1.0
2026-08-28,USD,45.0
2026-08-28,EUR,50.0
2026-08-28,UAH,1.0
2026-08-29,USD,45.0
2026-08-29,EUR,49.9307
2026-08-29,UAH,1.0
2026-08-30,USD,45.0
2026-08-30,EUR,49.9556
2026-08-30,UAH,1.0
2026-08-31,USD,45.0
2026-08-31,EUR,49.9143
2026-08-31,UAH,1.0
2026-09-01,USD,44.9404
2026-09-01,EUR,49.9044
2026-09-01,UAH,1.0
